marker,chr,pos
UNC050170377,5,107.29662
UNC_rs32050737,5,107.694671
UNC050171568,5,107.982355
UNC050171931,5,108.21356
JAX00591556,5,108.575045
UNC050174346,5,109.061266
UNC050174430,5,109.11277
UNC050176919,5,109.954752
UNC050275925,5,110.144292
UNC050178550,5,110.604435
UNC050179659,5,111.058873
UNC050179914,5,111.289354
UNC050180376,5,111.881138
JAX00592471,5,112.329733
UNC050554251,5,112.440004
backupUNC050599122,5,112.776054
UNC050184508,5,113.197372
UNC050185051,5,113.315727
UNC050411126,5,113.846524
backupUNC050186463,5,114.191685
backupUNC050187730,5,114.873817
UNC050188679,5,115.171649
UNC050412829,5,115.43003
UNC050191177,5,116.103625
JAX00593716,5,116.763367
backupUNC051345632,5,116.85884
backupUNC050193470,5,117.328296
UNC050414212,5,117.607202
UNC050194822,5,117.85681
UNC050195687,5,118.275615
UNC050196386,5,118.918193
backupJAX00594370,5,119.292792
backupUNC050603982,5,119.745381
backupUNC050199022,5,119.880785
UNC050199878,5,120.322918
UNC051363284,5,120.503418
backupUNC051738198,5,120.993031
UNC050200349,5,121.075795
UNC050201332,5,121.629798
UNC050201481,5,121.694399
UNC050414833,5,122.1248
UNC050278918,5,123.294628
JAX00595321,5,123.85274
JAX00595417,5,124.305948
backupUNC050206499,5,124.511764
backupUNC050491539,5,125.008271
UNC050308556,5,125.507903
JAX00595720,5,125.591192
JAX00595861,5,126.03159
backupUNC050211236,5,126.304984
JAX00596027,5,126.574945
backupUNC050309703,5,127.267043
UNC050215750,5,127.684653
UNC051739102,5,128.486651
backupUNC050218730,5,128.791902
UNC050418944,5,128.976983
backupUNC050220554,5,129.267696
UNC051690894,5,129.477893
UNC050221527,5,129.699505
JAX00135725,5,130.348073
UNC050223155,5,130.630372
UNC051432112,5,130.708851
JAX00135776,5,131.023057
JAX00597593,5,131.31914
backupUNC050223582,5,131.541036
UNC050223992,5,132.111073
UNC050224390,5,132.317971
UNC050225049,5,132.550296
UNC051449908,5,132.771935
JAX00598072,5,133.240864
backupJAX00598096,5,133.365514
JAX00598266,5,134.211127
backupJAX00598437,5,135.203924
JAX00598484,5,135.522669
UNC050425680,5,136.026776
UNC050426240,5,136.512704
JAX00136227,5,137.054375
UNC050227181,5,137.296255
JAX00136267,5,137.632834
backupUNC050427475,5,137.895148
UNC050557632,5,138.648018
JAX00136391,5,139.246516
backupUNC050233090,5,139.527586
UNC050430939,5,139.788553
JAX00599629,5,141.2377
UNC050557905,5,141.720843
JAX00136611,5,142.189194
backupUNC050431851,5,142.199582
UNC051601437,5,142.347646
backupUNC051521298,5,142.728443
backuprs50781556,5,142.864703
UNC050237937,5,143.004698
UNC050432061,5,143.601365
JAX00136741,5,144.01648
UNC050432743,5,144.434594
backupJAX00136775,5,144.44988
UNC051694116,5,144.762954
UNC050433302,5,145.19769
UNC050246281,5,147.01662
JAX00136993,5,147.437151
UNC050248648,5,147.693462
UNC050249355,5,148.024059
JAX00137077,5,148.542895
JAX00601217,5,148.638799
backupUNC050251626,5,149.045217
backupUNC051573655,5,149.572039
UNC050253135,5,150.345804
UNC050253427,5,150.458063
UNC050510552,5,150.736538
backupUNC050253766,5,151.073293
JAX00137288,5,151.428385
UNC060000444,6,3.278808
backupUNC060001120,6,3.403047
backupUNC060002805,6,4.847506
backupUNC060002948,6,4.88894
backupUNC061649280,6,5.6871
JAX00137514,6,5.794562
JAX00602275,6,6.343262
JAX00137554,6,6.347296
JAX00137601,6,6.943077
UNC060719988,6,7.602282
UNC060353211,6,8.063907
UNC060013101,6,8.250331
backupUNC060017683,6,9.147852
JAX00137865,6,10.508981
backupUNC060022795,6,11.365437
JAX00603125,6,11.988434
UNC060023375,6,12.151862
UNC060026298,6,12.951749
backupJAX00603371,6,13.467194
backupUNC060472015,6,13.798999
backupUNC060761963,6,13.976613
UNC060473050,6,14.424225
JAX00138157,6,14.52213
JAX00138175,6,14.788664
UNC060603421,6,15.068984
backupJAX00603740,6,15.909737
JAX00138287,6,16.298241
UNC060027936,6,16.984559
backupUNC060029305,6,17.387089
UNC060356267,6,17.527237
backupUNC060357131,6,17.950631
UNC060297108,6,18.12581
backupUNC060036681,6,18.379922
backupUNC060039690,6,18.668415
backupUNC060796047,6,19.612063
JAX00138554,6,19.85061
backupUNC060052854,6,20.196011
UNC060056332,6,20.635944
JAX00138633,6,20.910703
JAX00604629,6,21.299313
JAX00604631,6,21.303537
backupUNC060807513,6,21.35604
UNC060057271,6,21.943927
JAX00604722,6,22.011994
backupJAX00138747,6,22.41221
UNC060624232,6,22.610562
backupJAX00604895,6,23.012471
UNC060358184,6,23.329552
UNC060474449,6,23.942364
UNC060360750,6,24.222458
JAX00138881,6,24.231539
UNC_rs49245579,6,24.398879
JAX00605300,6,25.809075
backupJAX00605350,6,26.132538
UNC_rs51474193,6,26.491593
UNC_rs30064872,6,26.866227
UNC060059931,6,27.055029
JAX00605461,6,27.062689
backupUNC060855764,6,27.35862
UNC060060115,6,27.883847
backupUNC060060174,6,28.043294
UNC060362405,6,28.519082
JAX00605745,6,28.731139
UNC060061502,6,29.167329
UNC060061830,6,29.735277
UNC060062764,6,30.1269
JAX00606027,6,30.512108
backupUNC060880899,6,31.039619
JAX00606150,6,31.463496
UNC060064064,6,31.89391
UNC060065109,6,32.610603
JAX00606563,6,33.468446
JAX00606678,6,33.854631
UNC060069380,6,34.195112
UNC060362949,6,34.51456
JAX00606859,6,34.597333
backupUNC060070579,6,35.295822
backupUNC060363218,6,35.943985
UNC060071699,6,36.23592
JAX00139790,6,36.375397
backupUNC060073738,6,37.087035
UNC060927611,6,37.268067
JAX00139929,6,38.227353
UNC060074269,6,38.771706
backupJAX00607701,6,39.16708
JAX00140003,6,39.212854
JAX00607805,6,39.755835
JAX00607870,6,40.148397
UNC060074456,6,40.38091
JAX00607945,6,40.820034
JAX00607946,6,40.824613
JAX00607965,6,40.949924
UNC060953020,6,41.267352
JAX00140177,6,41.524709
JAX00140228,6,42.249618
backupJAX00140229,6,42.25186
JAX00608184,6,42.525698
JAX00608261,6,43.134884
backupJAX00608304,6,43.391758
UNC060075887,6,44.237209
UNC060076905,6,44.517649
UNC060077905,6,45.078153
JAX00608547,6,45.081968
JAX00608667,6,45.859291
JAX00608797,6,46.726403
backupUNC060370616,6,47.102308
UNC060371051,6,47.223004
backupUNC060371815,6,47.566371
UNC060372237,6,47.916159
UNC060476921,6,48.215023
JAX00609042,6,48.215322
JAX00140696,6,48.596516
JAX00140723,6,48.98303
UNC060079088,6,49.82407
JAX00609488,6,49.99281
UNC060080140,6,50.192115
backupJAX00609712,6,50.789658
UNC060083393,6,51.08626
JAX00609917,6,51.582854
UNC060084208,6,51.795789
UNC060377613,6,52.069075
UNC061033942,6,52.28942
UNC060377743,6,52.555447
UNC060302008,6,53.073174
UNC060481245,6,53.444163
UNC060085692,6,53.554722
backupUNC060378852,6,54.025851
backupUNC060481335,6,54.057349
UNC060088553,6,54.562898
UNC060088598,6,54.679138
UNC060302281,6,54.688422
UNC061712858,6,54.792963
UNC060302376,6,55.220804
UNC060379499,6,56.109337
UNC060098697,6,56.376974
UNC061064189,6,56.907624
UNC060379578,6,57.216157
JAX00611138,6,57.232934
backupJAX00141372,6,57.626563
UNC060108668,6,57.726858
JAX00611235,6,57.985524
JAX00141453,6,58.691961
backupUNC061075925,6,58.863736
backupJAX00611376,6,59.424023
backuprs6294371,6,59.549949
backupUNC061106525,6,60.883918
backupUNC060111684,6,61.463834
backupUNC060112033,6,61.759882
UNC060113568,6,62.191049
JAX00611707,6,62.191783
JAX00141733,6,62.530116
UNC060114123,6,63.337499
backupUNC060114271,6,63.378126
JAX00141828,6,63.83198
JAX00141889,6,64.650739
backupJAX00141922,6,65.107801
backupJAX00612125,6,65.273483
JAX00612125,6,65.273483
backupUNC061144372,6,65.736517
backupJAX00612245,6,65.990115
backupJAX00612283,6,66.272832
backupJAX00612315,6,66.533629
UNC061713233,6,66.924378
JAX00142060,6,66.930816
UNC061716948,6,67.761496
JAX00142147,6,68.089901
JAX00142171,6,68.420503
UNC061169856,6,68.50655
JAX00142208,6,68.889517
backupUNC060495541,6,69.639581
JAX00612858,6,69.887614
UNC060500922,6,70.02303
UNC060508303,6,70.790556
JAX00142363,6,71.064812
JAX00613182,6,71.425798
JAX00613183,6,71.426172
JAX00142403,6,71.575675
backupUNC060517806,6,71.993807
backupUNC060640434,6,72.586683
backupUNC060523700,6,72.910486
JAX00142543,6,73.434019
backupUNC060526689,6,74.22353
backuprs30953439,6,74.745314
UNC060119828,6,75.324709
UNC061204836,6,75.488843
backupUNC060121771,6,75.815107
UNC060609207,6,76.169928
backupUNC060122218,6,76.286896
JAX00142792,6,76.802497
UNC060124657,6,77.121678
backupUNC060305762,6,77.206065
JAX00142858,6,77.689238
backupUNC060382045,6,78.594574
backupUNC060305985,6,78.917919
backupUNC060127034,6,79.143598
JAX00142992,6,79.457394
UNC060127971,6,79.75893
UNC060128154,6,80.03869
backupJAX00143061,6,80.372466
UNC060384239,6,81.324955
UNC060384712,6,81.495759
UNC060540859,6,81.846379
JAX00143192,6,82.096845
UNC060132871,6,82.528603
backupJAX00230053,6,82.899529
UNC060133816,6,83.241423
UNC060134544,6,83.621585
JAX00230078,6,84.161553
UNC060135143,6,84.548175
UNC060135212,6,84.895149
UNC060135275,6,85.104849
UNC060387481,6,85.269555
UNC060135687,6,85.822282
backupJAX00616476,6,86.219464
UNC060137317,6,86.497635
UNC060138179,6,86.812006
UNC060139241,6,87.184105
backupJAX00143602,6,87.556842
backupJAX00143623,6,87.846611
UNC060388048,6,88.502703
JAX00143709,6,88.976295
UNC060142263,6,89.358373
UNC060142371,6,89.50341
backupJAX00143772,6,89.814351
JAX00617237,6,90.346654
UNC060142635,6,90.565781
UNC060142978,6,90.76079
UNC060390737,6,91.141938
backupUNC061302634,6,91.651726
UNC060144725,6,91.993066
UNC060391153,6,92.264527
backupUNC060146146,6,92.954664
backupUNC060391609,6,93.256407
UNC060339573,6,93.647914
backupJAX00618058,6,93.741292
UNC060339785,6,94.634244
backupUNC060149120,6,94.912716
backupUNC061321194,6,95.167885
JAX00618432,6,95.180277
backupJAX00144209,6,95.674095
backupUNC060392916,6,96.301222
UNC060392974,6,96.647225
backupUNC060149691,6,97.014438
UNC061339164,6,97.486446
backupJAX00619005,6,97.823977
UNC060396166,6,98.010211
UNC061344384,6,98.150016
UNC060396818,6,98.504384
backupJAX00144476,6,99.219549
UNC060308920,6,99.590493
backupJAX00230442,6,100.132302
UNC060150606,6,101.045373
UNC060309101,6,101.256822
UNC060151302,6,101.495342
JAX00144685,6,102.01417
UNC060151946,6,102.303542
backupUNC061743547,6,103.008849
UNC060397344,6,103.317058
backupUNC060153956,6,103.780594
UNC061391807,6,104.146595
backupJAX00620688,6,104.49103
JAX00620808,6,105.065279
UNC060159784,6,105.563875
backupUNC060400697,6,105.710893
JAX00144982,6,105.98313
backupUNC060402519,6,106.476792
JAX00145048,6,106.860441
UNC060167855,6,107.179114
backupUNC060168022,6,107.709252
UNC061416734,6,108.485887
UNC060171399,6,108.762761
UNC060404353,6,109.007798
UNC060173150,6,109.548155
UNC060405398,6,109.738348
backupUNC060175628,6,110.313798
backupUNC060176115,6,110.64826
JAX00145355,6,110.950675
JAX00145363,6,111.061586
UNC060311198,6,111.377933
UNC060180359,6,111.753458
JAX00622362,6,112.224014
UNC060409167,6,112.256246
JAX00145488,6,112.714246
JAX00622606,6,113.000627
JAX00622706,6,113.442494
UNC060557045,6,113.739988
backupUNC060180644,6,114.024593
JAX00622878,6,114.12255
UNC060181559,6,114.810999
JAX00623035,6,114.811258
JAX00145649,6,114.988732
JAX00145678,6,115.378014
UNC060181882,6,115.641064
UNC061461502,6,115.990424
backupUNC060182698,6,116.206812
JAX00623365,6,116.214399
JAX00145808,6,117.100622
backupJAX00623680,6,117.367733
backupUNC061473911,6,117.892572
backupUNC060185756,6,118.589712
JAX00145964,6,119.176904
UNC060312372,6,120.049743
JAX00146038,6,120.180896
UNC060312494,6,120.604169
backupUNC061494069,6,120.656479
backupUNC060190810,6,120.970513
backupUNC060312698,6,121.555549
UNC060193544,6,122.435743
UNC060194226,6,122.825904
UNC061512953,6,123.635624
JAX00146293,6,123.891579
JAX00146297,6,123.935896
UNC061823041,6,124.143497
UNC060194387,6,124.262419
JAX00624955,6,124.642237
UNC060411388,6,125.057014
backupUNC060194823,6,125.630681
UNC060413004,6,125.820102
UNC061525956,6,126.071951
UNC061532295,6,127.134019
UNC061532637,6,127.398149
UNC060199954,6,127.703291
JAX00625635,6,128.070731
JAX00625714,6,128.252899
JAX00625759,6,128.478194
backuprs29925749,6,129.072868
UNC060416774,6,129.518886
backupUNC060210105,6,129.82422
JAX00146780,6,130.419807
UNC060222774,6,130.817764
UNC060318206,6,130.859446
backupUNC060423933,6,131.26434
backupUNC060427091,6,131.607251
UNC061554700,6,132.264863
UNC061555748,6,132.645339
UNC060435721,6,132.914613
backupUNC060227042,6,132.975994
UNC060442238,6,133.59949
UNC060576291,6,133.965219
JAX00627092,6,134.961893
backupUNC060236422,6,135.453342
UNC060238184,6,135.654022
backupUNC060242587,6,136.112342
UNC061570824,6,136.805259
backupUNC060455267,6,136.985185
UNC060258782,6,137.633695
backupUNC060321581,6,138.612866
UNC060459977,6,138.714223
backupUNC060577678,6,139.424395
JAX00628522,6,139.718135
UNC060273467,6,140.154771
UNC061584578,6,140.591499
UNC061588012,6,140.936527
UNC061593890,6,141.554738
JAX00147625,6,141.736335
JAX00629069,6,141.781534
backupJAX00629215,6,142.490045
JAX00629298,6,142.749788
JAX00147707,6,142.856945
JAX00629451,6,143.325373
backupJAX00629546,6,143.57227
UNC060274207,6,144.02663
UNC060578325,6,144.053714
backupUNC060274781,6,144.353856
JAX00629904,6,144.815276
backupUNC060276640,6,145.083685
UNC060281055,6,145.766212
JAX00147938,6,145.941398
backupUNC060281389,6,146.404087
UNC060286247,6,146.939079
UNC060289551,6,147.285069
backupUNC060291069,6,147.465979
UNC060294016,6,148.852966
backupJAX00630997,6,149.265888
UNC060294170,6,149.460545
UNC070000382,7,3.215308
UNC070001815,7,3.645048
JAX00148253,7,4.098057
UNC070002741,7,4.321611
UNC070455799,7,4.646396
UNC070876645,7,4.887408
JAX00148348,7,5.380375
UNC070004479,7,6.02486
backupUNC070886038,7,6.392049
UNC070006538,7,7.278824
JAX00631633,7,7.85749
UNC070007179,7,9.279265
UNC070009066,7,10.219661
UNC070619110,7,11.074073
backupUNC070619888,7,11.701512
UNC070619927,7,11.733765
UNC070009736,7,12.12167
backupUNC070716198,7,12.361399
UNC070010113,7,12.890504
JAX00148777,7,13.130555
UNC070620568,7,13.26617
backupUNC071736088,7,13.979477
UNC070621878,7,15.91065
backupUNC070012276,7,16.030702
JAX00632402,7,16.259512
UNC070622161,7,16.676139
backupUNC070018634,7,16.89755
UNC070622599,7,17.158519
JAX00190026,7,17.633227
UNC070025817,7,18.008132
backupUNC070032942,7,18.792802
backupUNC070034349,7,18.942586
backupUNC070037076,7,19.34889
UNC070720613,7,19.67062
UNC070931469,7,20.027566
UNC_rs32440957,7,22.795069
backupUNC070052516,7,24.372679
backupJAX00633478,7,24.797138
backupUNC070054183,7,25.263235
JAX00633649,7,25.577912
UNC070054688,7,25.651035
UNC070625905,7,26.134324
JAX00633736,7,26.384833
UNC070057081,7,27.075396
JAX00190043,7,27.525045
backupUNC070627737,7,28.041804
UNC070059879,7,28.446903
UNC070790469,7,28.895453
UNC070721782,7,29.352645
UNC070628845,7,29.739867
UNC070064357,7,29.931722
JAX00149790,7,30.383506
JAX00149851,7,31.194413
UNC070979841,7,32.159095
UNC070637194,7,33.099996
UNC070070026,7,33.38557
UNC070984495,7,33.670875
backupUNC070071252,7,33.935468
UNC070072225,7,34.574448
UNC070638788,7,34.962404
JAX00150137,7,35.769059
UNC070640557,7,35.898638
backupUNC070999721,7,36.135584
backupUNC070466450,7,36.577851
UNC071672172,7,36.760233
backupJAX00150273,7,37.572987
UNC070477808,7,37.871657
JAX00636374,7,37.923912
UNC070482687,7,38.546178
UNC070485231,7,39.521281
UNC_rs31675167,7,39.677599
UNC070488761,7,39.897591
JAX00150436,7,40.364408
JAX00150446,7,40.494693
JAX00636851,7,40.967483
backupUNC071020994,7,41.523566
JAX00150542,7,41.946975
JAX00636964,7,42.295355
backupUNC071682289,7,42.586852
JAX00637020,7,42.951951
UNC070089575,7,44.487385
UNC070091013,7,44.707297
backupUNC070093603,7,45.026548
backupUNC070097979,7,45.62689
UNC070099570,7,45.851022
JAX00637715,7,46.189414
backupUNC070497127,7,46.22989
backupJAX00637977,7,47.142235
UNC_rs52206092,7,47.594989
backupUNC070121537,7,47.778537
backuprs31415664,7,48.221905
backupJAX00151051,7,48.80352
backuprs31583247,7,49.266255
UNC070498983,7,49.930385
UNC070499108,7,50.064393
UNC070151314,7,50.626971
JAX00638880,7,50.743458
UNC070500524,7,51.160449
UNC070157420,7,51.391729
JAX00639063,7,51.665931
UNC070501772,7,51.949638
UNC070657683,7,52.444669
UNC070185520,7,53.904988
backupUNC070186230,7,53.958726
UNC070659254,7,54.656145
UNC070506340,7,54.852781
backupJAX00639804,7,55.169842
JAX00151601,7,56.152017
UNC070508775,7,56.766622
UNC070509006,7,57.106985
UNC070217623,7,57.442441
backupJAX00151710,7,57.588693
UNC070731034,7,57.85428
JAX00151761,7,58.285143
JAX00640626,7,58.496774
JAX00151798,7,58.774153
JAX00151843,7,59.625956
JAX00151855,7,60.024026
JAX00640805,7,60.024176
UNC070237808,7,60.206574
UNC070513198,7,60.563064
UNC070243514,7,60.809652
UNC070514593,7,61.395409
JAX00640964,7,61.400494
JAX00151985,7,61.823039
UNC070514898,7,62.609504
backupJAX00641188,7,62.963969
UNC070264668,7,63.319937
JAX00641392,7,64.018218
UNC070516320,7,64.39403
JAX00152179,7,64.41076
backupJAX00641493,7,64.572685
UNC070281311,7,65.126068
UNC070516922,7,65.230411
JAX00641704,7,65.717775
UNC070517053,7,65.856837
UNC070517424,7,66.192916
backupJAX00152356,7,66.77433
backupJAX00152385,7,67.151394
UNC070304743,7,67.826365
UNC070661867,7,68.114147
backupUNC070308747,7,68.38201
UNC071152032,7,68.973872
UNC070310449,7,69.545876
JAX00642591,7,69.796926
UNC070311637,7,70.481213
backupJAX00642837,7,70.967757
UNC070314615,7,71.712754
JAX00152770,7,72.309762
UNC070316647,7,72.62253
JAX00152842,7,73.24677
UNC070318260,7,73.61994
UNC070520944,7,74.087535
UNC070320079,7,74.210188
backupUNC070663064,7,74.724998
UNC070663518,7,75.452635
UNC070323563,7,75.862295
JAX00153065,7,76.226357
UNC070598406,7,76.290476
UNC070327387,7,76.867534
UNC070664154,7,77.224973
JAX00644342,7,77.569484
UNC070329839,7,77.861687
UNC070330827,7,78.111884
JAX00153238,7,78.540106
backupUNC070523867,7,78.84635
backupJAX00153283,7,79.141713
UNC071227090,7,79.342595
UNC070333416,7,79.807733
UNC070599199,7,80.036852
backupUNC070333859,7,80.157531
UNC070334843,7,80.53384
JAX00645096,7,81.111584
JAX00645215,7,81.923457
UNC070339553,7,82.110962
UNC070528609,7,82.322897
backupJAX00153545,7,82.611924
UNC070599898,7,83.043799
UNC070530383,7,83.449428
UNC070530519,7,83.508643
backupUNC070343141,7,84.119942
UNC_rs33273392,7,84.430169
UNC070344850,7,84.781972
JAX00153722,7,84.986525
UNC070347481,7,85.581566
UNC070350435,7,86.308322
UNC070352342,7,87.002198
UNC070353007,7,87.347161
UNC070353641,7,87.677005
backupUNC071288107,7,88.222608
UNC070539428,7,89.122775
JAX00646359,7,89.191673
backupJAX00646432,7,89.749947
UNC070601309,7,89.871006
backupUNC071302801,7,90.318464
UNC070354803,7,90.474296
UNC070671365,7,90.937149
UNC070357299,7,91.456145
UNC070603817,7,91.570525
UNC070359148,7,92.08873
UNC_rs48455237,7,92.187557
UNC070672415,7,92.670215
JAX00647175,7,93.164976
backupJAX00647243,7,93.590104
UNC070675737,7,94.152331
backupUNC070364972,7,94.322127
UNC070677048,7,94.834775
UNC070366427,7,94.955416
backupUNC070367403,7,95.453708
UNC070678404,7,96.037863
UNC070679160,7,96.375641
UNC070369595,7,96.668697
backupUNC070370497,7,97.046075
UNC070814219,7,97.791574
UNC070542917,7,97.85176
backupUNC070373833,7,98.412381
UNC070374466,7,98.689878
UNC071754840,7,99.068029
UNC070376664,7,99.466198
UNC070377210,7,99.652998
UNC_rs31552189,7,100.707994
UNC070380854,7,101.363019
backupUNC070381794,7,101.705014
backupUNC070839834,7,101.875132
JAX00649287,7,102.262367
UNC070383500,7,102.533667
JAX00649426,7,102.909585
UNC070385056,7,103.365812
UNC070544171,7,103.759036
JAX00649583,7,103.915789
JAX00155172,7,104.387047
backupJAX00155215,7,104.960098
backupUNC071379909,7,105.173476
backupUNC070393214,7,105.602197
UNC070393413,7,105.869789
backupJAX00155356,7,107.100133
UNC070397877,7,107.213307
backupUNC070399178,7,107.613105
UNC071390137,7,107.785676
JAX00155407,7,107.789044
backupUNC071392045,7,108.078274
UNC071776603,7,108.52811
backupUNC071400325,7,108.954139
UNC070681659,7,109.191892
JAX00650698,7,109.773894
UNC071406781,7,109.970496
UNC070683191,7,110.280353
UNC070399876,7,110.733737
backupUNC070684462,7,110.965117
backupUNC071416883,7,111.494293
UNC070684636,7,111.678984
UNC070545457,7,112.156841
JAX00651324,7,112.314182
backuprs31336023,7,113.708621
UNC070545830,7,113.893918
backupJAX00155914,7,114.554917
JAX00155945,7,114.956082
UNC070685929,7,115.037388
UNC070408499,7,115.370109
JAX00155977,7,115.383572
backupJAX00155998,7,115.676795
backupUNC070738764,7,116.117732
UNC070413709,7,116.226054
backupUNC070422410,7,117.22358
UNC070425980,7,117.620491
UNC070427068,7,117.766372
UNC070549971,7,118.105234
JAX00652851,7,118.396915
JAX00156239,7,118.873619
JAX00653349,7,120.127119
UNC070433580,7,120.814862
backuprs31693227,7,121.241151
JAX00653582,7,121.277386
JAX00653583,7,121.28496
UNC_rs31772475,7,121.660629
JAX00156476,7,122.020606
JAX00653980,7,122.642297
JAX00654302,7,123.573653
backupJAX00654337,7,123.77508
backupUNC070698676,7,124.45198
backupUNC070434510,7,124.852312
JAX00654684,7,125.086412
UNC070701190,7,125.37042
UNC070560009,7,125.70581
backupJAX00655058,7,126.285417
UNC070561144,7,126.520345
backupUNC070561277,7,126.741012
UNC070702966,7,127.278799
UNC070441554,7,127.664286
backupUNC070561569,7,127.982688
JAX00156987,7,128.848795
UNC070573362,7,129.369063
backupUNC070579233,7,129.934606
UNC070579593,7,129.98598
JAX00655950,7,130.37998
JAX00655951,7,130.380182
UNC070705925,7,130.669894
UNC070706211,7,131.31125
UNC070580020,7,131.61807
UNC070580184,7,131.725362
backupJAX00656281,7,132.128862
backupUNC070580340,7,132.894942
UNC070443233,7,132.974216
JAX00656560,7,133.375522
JAX00157330,7,133.37636
UNC071555265,7,133.798409
JAX00656703,7,134.099448
UNC070580996,7,134.685489
UNC070581139,7,134.785433
JAX00656890,7,134.78675
UNC_rs49690765,7,135.186835
backupJAX00657096,7,135.636896
backupJAX00657181,7,136.089827
backupUNC070744362,7,136.45179
JAX00657279,7,136.511489
backupJAX00157605,7,137.022105
backupJAX00657448,7,137.121638
UNC071583531,7,137.509309
backupUNC071587640,7,137.920894
JAX00157672,7,137.926818
JAX00657734,7,138.225724
JAX00657823,7,138.413001
backupUNC071596495,7,138.749995
JAX00658025,7,139.192116
UNC070449139,7,139.242309
JAX00157771,7,139.243495
UNC070449599,7,139.590623
backupUNC070450817,7,139.855479
JAX00658304,7,140.667261
JAX00658348,7,140.849205
JAX00157891,7,140.84971
JAX00658487,7,141.581433
backupJAX00658615,7,142.162953
JAX00658637,7,142.258687
backupJAX00658671,7,142.424247
UNC071623588,7,142.810175
JAX00658780,7,143.040059
JAX00158067,7,143.210289
UNC070451720,7,144.000617
JAX00658973,7,144.194907
UNC070452430,7,144.397959
backupUNC070452965,7,144.687383
backupUNC070455230,7,145.309341
JAX00659261,8,3.235539
JAX00659337,8,3.681569
JAX00659376,8,3.955947
JAX00659454,8,4.471064
UNC080007365,8,4.507061
JAX00659456,8,4.514875
backupJAX00158395,8,5.298832
backupJAX00659559,8,5.524661
backupUNC080021687,8,6.044654
backupUNC080025068,8,6.401458
UNC080026940,8,6.601547
UNC080616646,8,7.089593
backupUNC080034516,8,7.45464
UNC080035066,8,7.51228
UNC080038685,8,7.99264
JAX00660129,8,8.270413
backupJAX00158646,8,8.619241
JAX00660351,8,9.171407
UNC080043240,8,9.30308
JAX00660537,8,10.129548
backupJAX00660767,8,11.213915
JAX00158904,8,12.077228
JAX00233862,8,12.085177
backupJAX00661046,8,12.302705
backupUNC080048533,8,12.739048
UNC080049150,8,13.098523
backupUNC080049517,8,13.427078
JAX00159043,8,13.933886
UNC080463080,8,14.367142
JAX00661746,8,15.03942
UNC080762124,8,15.457937
UNC080060264,8,15.92172
UNC080618382,8,16.588616
backupUNC080772544,8,17.222546
backupJAX00159316,8,17.572525
backupJAX00159379,8,18.400151
JAX00662608,8,18.636396
UNC080073182,8,19.285214
UNC080076748,8,21.005695
JAX00159582,8,21.960955
backupUNC080079599,8,21.975503
UNC080079721,8,22.134556
backupUNC080080466,8,22.720046
UNC080413223,8,23.447978
backupJAX00663303,8,23.645712
UNC080619407,8,23.805523
backupUNC080082549,8,24.29442
UNC080083433,8,24.658007
UNC080084297,8,25.520489
backupJAX00234151,8,25.686956
UNC080440907,8,26.384222
backupUNC080086985,8,26.790423
UNC_rs33539152,8,27.20844
UNC080571176,8,27.50319
UNC080571988,8,27.774799
backupUNC080840901,8,28.044386
UNC080468672,8,28.608352
JAX00160113,8,29.035479
JAX00160143,8,29.432679
UNC080855853,8,30.10077
backupUNC080414478,8,30.526853
UNC080470033,8,30.980266
JAX00664614,8,30.989899
backupUNC080101928,8,31.235482
backupUNC080104603,8,31.502564
backupUNC080105966,8,31.684275
backupJAX00664871,8,32.031485
UNC080476779,8,32.378581
UNC080109658,8,32.866566
UNC080481009,8,33.26725
UNC080442576,8,33.669084
backupUNC080117004,8,33.697683
backupUNC080122227,8,34.326443
UNC080123845,8,34.486914
UNC080674985,8,34.742082
backupUNC080482937,8,35.039633
UNC080416318,8,35.529774
backupUNC080134508,8,35.616842
JAX00160641,8,36.069255
UNC080416960,8,36.905004
backupJAX00160747,8,37.471814
UNC080160446,8,38.069557
JAX00666217,8,38.48753
UNC080165075,8,38.543296
backupUNC080168858,8,39.003023
backupUNC080173148,8,39.457835
UNC080183083,8,40.610911
backupUNC080185915,8,41.016016
backupUNC080192933,8,41.832634
UNC080204947,8,43.247158
UNC080206141,8,43.375608
UNC080917948,8,43.700832
backupJAX00667181,8,44.057435
JAX00667227,8,44.366611
JAX00161263,8,44.378427
backupJAX00161279,8,44.599579
JAX00161314,8,45.043434
backupJAX00161354,8,45.586358
UNC080207086,8,45.90718
JAX00667483,8,45.907197
UNC080207603,8,46.259937
UNC080947702,8,47.11832
JAX00667796,8,47.334595
backupUNC081473870,8,47.80253
JAX00668020,8,48.333804
backupUNC080959431,8,48.508855
UNC080215628,8,49.572364
JAX00668294,8,49.884834
UNC080969384,8,50.019994
UNC080217065,8,50.256526
JAX00668363,8,50.279704
JAX00668434,8,50.629289
JAX00668481,8,51.001715
JAX00668576,8,51.721513
JAX00161881,8,52.614796
UNC080229115,8,53.664898
UNC080229588,8,54.244368
UNC080230543,8,54.44644
UNC_rs32879260,8,55.080266
UNC080233406,8,56.391494
backupJAX00162167,8,56.7255
backupUNC080580545,8,57.012374
UNC080234648,8,57.288008
UNC080237919,8,58.640684
UNC080238281,8,58.770496
backupUNC080585660,8,59.11021
UNC080238861,8,59.663262
UNC081541964,8,60.119095
UNC080491032,8,60.381789
